name,sa2_name,postcode
Joop I84 Bushland Reserve,Nhill Region,3414.0
Holey Plains State Park,Rosedale,3854.0
Kiamal Bushland Reserve,Mildura Surrounds,3489.0
Jobs Gully Bushland Reserve,California Gully - Eaglehawk,
Devon Bushland Reserve,Yarram,3844.0
Chiltern-Mt Pilot National Park,Chiltern - Indigo Valley,3683.0
Muckleford I136 Bushland Reserve,Castlemaine Surrounds,3364.0
Wright Forest Bushland Area,Emerald - Cockatoo,3781.0
Bills Gully Wildlife Reserve (hunting),Nhill Region,3414.0
Wyperfeld National Park,Nhill Region,3414.0
Yallakar I20 Bushland Reserve,West Wimmera,3318.0
Tarra-Bulga National Park,Churchill,3842.0
Red Hill South Bushland Reserve,Flinders,3916.0
Bambill Bushland Reserve,Mildura Surrounds,3489.0
Eureka Bushland Reserve,Swan Hill Surrounds,3544.0
Dereel H26 Bushland Reserve,Golden Plains - South,3328.0
Yowang Hill Geological Reserve,Buloke,3393.0
Chiltern-Mt Pilot National Park,Chiltern - Indigo Valley,3683.0
Warrandyte - Kinglake Nature Conservation Reserve,Panton Hill - St Andrews,3099.0
Telangatuk I42 Bushland Reserve,Horsham Surrounds,
Illawarra Nature Conservation Reserve,Stawell,3374.0
Queenstown G57 Bushland Reserve,Panton Hill - St Andrews,3099.0
Deep Lead Nature Conservation Reserve (No. 1),Stawell,3374.0
Shire Dam Swamp Wildlife Reserve (no hunting),Shepparton Surrounds - East,3633.0
Bailieston Historic & Cultural Features Res.,Nagambie,3607.0
Puffing Billy Historic & Cultural Features Res.,Belgrave - Selby,
Port Phillip Heads Marine National Park,Point Lonsdale - Queenscliff,3225.0
Rushworth - Colbinabbin rail line (VicTrack) Bushland Reserve,Rushworth,3523.0
Kerang Wildlife Reserve (hunting),Kerang,3579.0
Numurkah Natural Features Reserve,Numurkah,3635.0
Dinyarrak I6 Bushland Reserve,Nhill Region,3414.0
Towaninny North Nature Conservation Reserve,Gannawarra,3527.0
Nelson Streamside Reserve,Glenelg (Vic.),3292.0
Wychitella Nature Conservation Reserve,Loddon,3463.0
Ascot Bushland Reserve,White Hills - Ascot,3550.0
Kurth Kiln Regional Park,Yarra Valley,3139.0
Emu Creek Bushland Reserve,Bendigo Surrounds - South,
Balmers Tank Bushland Reserve,Buloke,3393.0
Yabba Yabba H35 Bushland Reserve,Moira,3649.0
Badger Creek Bushland Reserve,Healesville - Yarra Glen,3775.0
Wyperfeld National Park,Yarriambiack,3385.0
Greater Bendigo National Park,Bendigo Surrounds - North,3556.0
Charlton East I160 Bushland Reserve,Buloke,3393.0
Kerang Wildlife Reserve (hunting),Kerang,3579.0
Dookie - Katamatite rail line Bushland Reserve,Moira,3649.0
Marmal I210 Bushland Reserve,Loddon,3463.0
Lake Munderong Lake Reserve,Moyne - East,3265.0
Danyo I65 Bushland Reserve,Mildura Surrounds,3489.0
Havelock Nature Conservation Reserve,Maryborough Surrounds,3370.0
Jack River Streamside Reserve,Yarram,3844.0
Lake Marmal Lake Reserve,Loddon,3463.0
Proposed Murray River Park (part),Cobram,
Nurmurkah - Picola rail line Bushland Reserve,Numurkah,3635.0
Mornington Pier and Jetty,Mornington - West,3931.0
Lillimur South Bushland Reserve,Nhill Region,3414.0
Wimmera River Heritage Area Park,Nhill Region,3414.0
Hepburn Regional Park,Daylesford,3363.0
Rushworth - Colbinabbin rail line (VicTrack) Bushland Reserve,Rushworth,3523.0
Point Cook Coastal Park,Point Cook - East,
Wattle Point Gippsland Lakes Reserve,Paynesville,3875.0
Avoca North Bushland Reserve,Avoca,3467.0
Mount Bolangum Nature Conservation Reserve,St Arnaud,3465.0
Warburton Bushland Reserve,Yarra Valley,3139.0
Annuello Bushland Reserve,Swan Hill Surrounds,3544.0
Beer Can Corner Bushland Reserve,Yarriambiack,3385.0
Mount Wills Historic Area,Bruthen - Omeo,3699.0
Port Fairy maritime complex Historic & Cultural Features Res.,Moyne - West,3275.0
Warrandyte State Park,Warrandyte - Wonga Park,3111.0
Morea I5 Bushland Reserve,West Wimmera,3318.0
Gerang Gerung (north) Flora Reserve,Nhill Region,3414.0
River Murray Reserve,Chiltern - Indigo Valley,3683.0
Goomalibee Bushland Reserve,Benalla Surrounds,3670.0
Dyers Falls Scenic Reserve,Daylesford,3363.0
Croajingolong National Park,Orbost,3885.0
Castlemaine Diggings National Heritage Park,Castlemaine Surrounds,3364.0
Great Otway National Park,Otway,3233.0
Bambill Bushland Reserve,Mildura Surrounds,3489.0
Alpine National Park,Bright - Mount Beauty,3697.0
Duck Lake Wildlife Reserve (hunting),Gannawarra,3527.0
Kangaroo Creek Bushland Reserve,Kyneton,3446.0
Borung H8A Bushland Reserve,Loddon,3463.0
Plants Bushland Reserve,Swan Hill Surrounds,3544.0
Arte River Flora Reserve,Orbost,3885.0
Dookie - Katamatite rail line Bushland Reserve,Moira,3649.0
Wild Dog Diggings Historic & Cultural Features Res.,Maryborough Surrounds,3370.0
Wormangal Creek Bushland Reserve,Nagambie,3607.0
Little Desert National Park,Nhill Region,3414.0
Barrys Swamp Bushland Reserve,Glenelg (Vic.),3292.0
Warrock Streamside Reserve,Glenelg (Vic.),3292.0
Karkarook Park,Moorabbin - Heatherton,3189.0
Mount Fyans Wildlife Reserve (no hunting),Moyne - East,3265.0
Proposed Murray River Park (part),Numurkah,3635.0
PUFFING BILLY RAILWAY,Belgrave - Selby,
Marma I94 Bushland Reserve,Yarriambiack,3385.0
Avoca Bushland Reserve,Avoca,3467.0
Derby H67 Bushland Reserve,Loddon,3463.0
Waanyarra Nature Conservation Reserve,Loddon,3463.0
Goorambat H84 Bushland Reserve,Benalla Surrounds,3670.0
Otway Forest Park,Otway,3233.0
Bens Swamp Wildlife Reserve (hunting),West Wimmera,3318.0
Castlemaine Diggings National Heritage Park,Castlemaine,3450.0
Terrick Terrick National Park,Lockington - Gunbower,3562.0
Dunstans Flora and Fauna Reserve,Mildura Surrounds,3489.0
Callignee Bushland Reserve,Churchill,3842.0
Castlemaine Diggings National Heritage Park,Castlemaine Surrounds,3364.0
Lake Thurrumbong Wildlife Reserve (hunting),Colac Surrounds,3241.0
Grampians National Park,Ararat Surrounds,3373.0
Mitre Lake Flora and Fauna Reserve,Horsham Surrounds,
Proposed Murray River Park (part 2) COM,Mildura - North,
Navarre Bushland Reserve,Avoca,3467.0
Castlemaine Diggings National Heritage Park,Castlemaine,3450.0
Mount Bolangum Nature Conservation Reserve,St Arnaud,3465.0
Mount Terrible Natural Features and Scenic Reserve,Mansfield (Vic.),3713.0
Macedon Regional Park,Macedon,3440.0
Neerim East G79 Bushland Reserve,Mount Baw Baw Region,3831.0
The Glen Flora Reserve,Bruthen - Omeo,3699.0
Yarra Valley Parklands,Montmorency - Briar Hill,3093.0
Greater Bendigo National Park,Strathfieldsaye,
Howqua Hills Historic Area,Mansfield (Vic.),3713.0
Lake Bullen Merri Lake Reserve,Camperdown,
Ledcourt I57 Bushland Reserve,Stawell,3374.0
Lower Yarra River land,Abbotsford,
Creightons Creek Bushland Reserve,Nagambie,3607.0
Tooborac I19 Bushland Reserve,Seymour Surrounds,3444.0
River Murray Reserve,Numurkah,3635.0
Baranduda Regional Park,Yackandandah,3695.0
Port Campbell National Park,Corangamite - South,3260.0
Gordon Bushland Reserve,Gordon (Vic.),3334.0
Drik Drik H51 Bushland Reserve,Glenelg (Vic.),3292.0
Brataualung Forest Park - Agnes River Block,Yarram,3844.0
Creswick Regional Park,Creswick - Clunes,
Terrick Terrick National Park,Loddon,3463.0
Benjeroop Wildlife Reserve (hunting),Gannawarra,3527.0
Corryong Creek K35 Streamside Reserve,Towong,3700.0
Lake Gnarpurt Reserve,Corangamite - North,3251.0
Woranga Bushland Reserve,Yarram,3844.0
Lake Watchem Bushland Reserve,Buloke,3393.0
Lilydale-Warburton Rail Trail,Mount Evelyn,3796.0
Coopracambra National Park,Orbost,3885.0
Yambuk Coastal Reserve,Glenelg (Vic.),3292.0
La Larr Ba Gauwa Park,Castlemaine Surrounds,3364.0
Apsley Bushland Reserve,West Wimmera,3318.0
Toombullup Historic Area,Benalla Surrounds,3670.0
Mossman Park Bushland Reserve,Stawell,3374.0
Rushworth - Colbinabbin rail line (VicTrack) Bushland Reserve,Rushworth,3523.0
Winlaton Nature Conservation Reserve,Gannawarra,3527.0
Werribee Park,Werribee - South,
Corindhap Nature Conservation Reserve,Golden Plains - South,3328.0
Nathalia Natural Features Reserve,Numurkah,3635.0
Mullins Bushland Reserve,Maryborough Surrounds,3370.0
Whroo Historic & Cultural Features Res.,Rushworth,3523.0
Broken-Boosey State Park,Moira,3649.0
Vaughan Mineral Springs Reserve Park,Castlemaine Surrounds,3364.0
Grant Historic Area,Alps - West,3723.0
Toolleen Bushland Reserve,Rushworth,3523.0
Kinglake National Park,Panton Hill - St Andrews,3099.0
Terrappee Nature Conservation Reserve,Loddon,3463.0
Greater Bendigo National Park,White Hills - Ascot,3550.0
Warrandyte State Park,Research - North Warrandyte,3095.0
Ararat Regional Park,Ararat Surrounds,3373.0
Port Campbell National Park,Corangamite - South,3260.0
Mount Wills Historic Area,Bruthen - Omeo,3699.0
"Malakoff Lead, Landsborough Historic & Cultural Features Res.",Avoca,3467.0
Werrap I169 Bushland Reserve,Nhill Region,3414.0
Dunmore Bushland Reserve,Glenelg (Vic.),3292.0
Merrinee Bushland Reserve,Mildura Surrounds,3489.0
Great Otway National Park,Otway,3233.0
Jilpanger Nature Conservation Reserve,Horsham Surrounds,
Won Wron Flora Reserve,Yarram,3844.0
Maldon Historic Reserve,Castlemaine Surrounds,3364.0
Proposed Murray River Park (part),Merbein,
Coonooer East I157 Bushland Reserve,Buloke,3393.0
Bancroft Bay - Kalimna Gippsland Lakes Reserve,Lakes Entrance,3903.0
Piangil - Yungera Railway Bushland Reserve,Swan Hill Surrounds,3544.0
Bats Ridge Wildlife Reserve (no hunting),Glenelg (Vic.),3292.0
Lake Connewarre Wildlife Reserve (hunting),Newcomb - Moolap,3219.0
Toolangi Bushland Reserve,Kinglake,
Otway Forest Park,Otway,3233.0
Illawarra Nature Conservation Reserve,Stawell,3374.0
Crosbie Nature Conservation Reserve,Heathcote,
Castlemaine Diggings National Heritage Park,Castlemaine Surrounds,3364.0
Yarra Valley Parklands (COM),Bulleen,3105.0
Maldon Historic Reserve,Castlemaine Surrounds,3364.0
Karawinna Bushland Reserve,Mildura Surrounds,3489.0
Spring Creek Nature Conservation Reserve,Nagambie,3607.0
Dandenong Valley Parklands,Vermont South,3133.0
Baddaginnie Nature Conservation Reserve,Euroa,
Yehrip Bushland Reserve,Avoca,3467.0
Natya Bushland Reserve,Swan Hill Surrounds,3544.0
Plumptons Wildlife Reserve (hunting),Kerang,3579.0
Cobra Killuc Wildlife Reserve (no hunting),Moyne - East,3265.0
Grants Bushland Reserve,Swan Hill Surrounds,3544.0
Kororoit Creek K36 Streamside Reserve,Fraser Rise - Plumpton,3335.0
Coalville G218 Bushland Reserve,Trafalgar (Vic.),3824.0
Proposed Murray River Park (part),Cobram,
Werribee Gorge State Park,Bacchus Marsh,3341.0
Youanmite H38 Bushland Reserve,Moira,3649.0
Terrick Terrick National Park,Loddon,3463.0
Pilchers Bridge Nature Conservation Reserve,Bendigo Surrounds - South,
Creswick Regional Park,Creswick - Clunes,
Lilydale-Warburton Rail Trail,Yarra Valley,3139.0
Yarra Valley Parklands,Viewbank - Yallambie,3084.0
Tawonga Gap Scenic Reserve,Bright - Mount Beauty,3697.0
Macedon Regional Park,Woodend,3458.0
Steiglitz Historic Park,Golden Plains - South,3328.0
Wiseleigh Bushland Reserve,Bruthen - Omeo,3699.0
Hunts Bushland Reserve,Stawell,3374.0
Great Otway National Park,Torquay,3228.0
Dandenong Ranges National Park,Mount Dandenong - Olinda,3154.0
Tarra-Bulga National Park,Yarram,3844.0
"Woady Yallock River, Pitfield Streamside Reserve",Golden Plains - North,3360.0
Lake Natimuk and Natimuk Creek Lake Reserve,Horsham Surrounds,
Hepburn Regional Park,Daylesford,3363.0
Dookie - Katamatite rail line Bushland Reserve,Moira,3649.0
Kooyoora State Park,Loddon,3463.0
Echuca Historic & Cultural Features Res.,Echuca,
Murmungee I79 Bushland Reserve,Wangaratta Surrounds,3677.0
Yea G54 Bushland Reserve,Yea,3660.0
River Murray Reserve,Swan Hill Surrounds,3544.0
William Hunter Flora Reserve,Orbost,3885.0
Bell Nature Conservation Reserve,Mildura Surrounds,3489.0
Monbulk G172 Bushland Reserve,Monbulk - Silvan,
Yarrara Flora and Fauna Reserve,Mildura Surrounds,3489.0
Tarwin Lower Flora Reserve,Foster,3957.0
Grampians National Park,Ararat Surrounds,3373.0
Kurth Kiln Regional Park,Emerald - Cockatoo,3781.0
Cobboboonee Forest Park,Glenelg (Vic.),3292.0
Grant Historic Area,Alps - West,3723.0
Moyston West Bushland Reserve,Ararat Surrounds,3373.0
Bendigo Regional Park,White Hills - Ascot,3550.0
Watts River Streamside Reserve,Healesville - Yarra Glen,3775.0
Walhalla Historic Area,Mount Baw Baw Region,3831.0
Discovery Bay Coastal Park,Glenelg (Vic.),3292.0
Bellarine I109 Bushland Reserve,Ocean Grove,3222.0
Great Otway National Park,Otway,3233.0
River Murray Reserve,Towong,3700.0
Yarra Valley Parklands,Viewbank - Yallambie,3084.0
Wychitella Nature Conservation Reserve,Loddon,3463.0
Grampians National Park,Stawell,3374.0
Mouzie Bushland Reserve,Glenelg (Vic.),3292.0
Eltham Bushland Reserve,Eltham,
Raglan Bushland Reserve,Beaufort,3468.0
Ghin Ghin G115 Bushland Reserve,Yea,3660.0
Otway Forest Park,Colac Surrounds,3241.0
Lower Goulburn National Park,Kyabram,3621.0
Yaapeet I258 Bushland Reserve,Nhill Region,3414.0
Carlsruhe Bushland Reserve,Kyneton,3446.0
Macedon Regional Park,Macedon,3440.0
One Eye Bushland Reserve,Heathcote,
Tooloy-Lake Mundi Wildlife Reserve (hunting),Glenelg (Vic.),3292.0
Jeeralang North Education Area,Churchill,3842.0
McIntyre Historic & Cultural Features Res.,Loddon,3463.0
Carapooee Creek Streamside Reserve,St Arnaud,3465.0
Marlo Coastal Reserve,Orbost,3885.0
Sale Common Nature Conservation Reserve,Sale,3850.0
Mount Wills Historic Area,Bruthen - Omeo,3699.0
Western Port Coastal Reserve (COM),Hastings - Somers,3915.0
The Pines Flora and Fauna Reserve,Frankston North,3200.0
Arapiles Bushland Reserve,Horsham Surrounds,
Phillip Island Nature Park,Phillip Island,3922.0
Walpeup I101 Bushland Reserve,Mildura Surrounds,3489.0
Yea G125 Bushland Reserve,Yea,3660.0
Ravenswood Bushland Reserve,Bendigo Surrounds - South,
Lilydale-Warburton Rail Trail,Yarra Valley,3139.0
Clarkesdale H23 Bushland Reserve,Golden Plains - North,3360.0
Wye River Coastal Reserve,Otway,3233.0
"North, Centre and other Lakes Wildlife Reserve (hunting)",West Wimmera,3318.0
Cockajemmy Lakes Lake Reserve,Ararat Surrounds,3373.0
Murray - Sunset National Park,Mildura Surrounds,3489.0
Apollo Bay Coastal Reserve,Otway,3233.0
Wangaratta South Bushland Reserve,Wangaratta Surrounds,3677.0
Lake Eildon National Park,Alexandra,3711.0
California Gully Bushland Reserve,California Gully - Eaglehawk,
Leongatha H3 Bushland Reserve,Leongatha,3823.0
Great Otway National Park,Otway,3233.0
Nooramunga State Faunal Reserve,Yarram,3844.0
Otway Forest Park,Otway,3233.0
Grampians National Park,Ararat Surrounds,3373.0
Grampians National Park,Stawell,3374.0
Tooloy-Lake Mundi Wildlife Reserve (hunting),Glenelg (Vic.),3292.0
Waanyarra Bushland Reserve,Loddon,3463.0
Hepburn Regional Park,Daylesford,3363.0
Myrrhee H3 Bushland Reserve,Wangaratta Surrounds,3677.0
Beechworth Historic Park,Beechworth,3747.0
Gresswell Forest (part a) Nature Conservation Reserve,Kingsbury,3085.0
Murrawong North Road Bushland Reserve,Nhill Region,3414.0
Johanna Falls Scenic Reserve,Otway,3233.0
Specimen Hill Bushland Reserve,Bendigo,
Macedon Regional Park,Riddells Creek,3431.0
Lakes Powell and Carpul Wildlife Reserve (no hunting),Swan Hill Surrounds,3544.0
Port Campbell National Park,Corangamite - South,3260.0
Proposed Murray River Park (part),Mildura Surrounds,3489.0
Yarto Bushland Reserve,Yarriambiack,3385.0
Carlyle H115 Bushland Reserve,Rutherglen,3687.0
Flowerdale Bushland Reserve,Yea,3660.0
Black Range Scenic Reserve,Ararat Surrounds,3373.0
Bennison Flora and Fauna Reserve,Foster,3957.0
Mount Wills Historic Area,Bruthen - Omeo,3699.0
Grampians National Park,Ararat Surrounds,3373.0
Lake Crawford Wildlife Reserve (hunting),Glenelg (Vic.),3292.0
Sweetwater Creek Natural Features Reserve,Frankston South,
Warra Warra Natural Features Reserve,Stawell,3374.0
Laen Bushland Reserve,St Arnaud,3465.0
Manangatang (Lulla) Flora and Fauna Reserve,Swan Hill Surrounds,3544.0
Round Swamp Bushland Reserve,Buloke,3393.0
Bendigo Regional Park,White Hills - Ascot,3550.0
Nulkwyne I30 Bushland Reserve,Mildura Surrounds,3489.0
Wychitella Nature Conservation Reserve,Loddon,3463.0
Wychitella Nature Conservation Reserve,Loddon,3463.0
Flax Mill Swamp Wildlife Reserve (no hunting),Wendouree - Miners Rest,3355.0
Avon - Mt Hedrick Natural Features and Scenic Reserve,Maffra,3825.0
Chiltern West I13 Bushland Reserve,Rutherglen,3687.0
Cutfinger Education Area,Orbost,3885.0
Lower Goulburn National Park,Shepparton Surrounds - West,3610.0
Reillys Creek Bushland Reserve,West Wimmera,3318.0
Metcalfe Streamside Reserve,Castlemaine Surrounds,3364.0
Landsborough West Bushland Reserve,Avoca,3467.0
Dandenong Police Paddocks Reserve,Endeavour Hills - North,3156.0
Gabo Island Lighthouse Reserve,Orbost,3885.0
Mockinya Bushland Reserve,Horsham Surrounds,
Boinka Flora Reserve,Mildura Surrounds,3489.0
Turriff East School Bushland Reserve,Yarriambiack,3385.0
Grant Historic Area,Alps - West,3723.0
Budj Bim National Park,Glenelg (Vic.),3292.0
Jane Duff Highway Park,Horsham Surrounds,
Lower Maribyrnong Parklands,Avondale Heights,3034.0
Glenmona H40 Bushland Reserve,Avoca,3467.0
Pomborneit North Nature Conservation Reserve,Corangamite - North,3251.0
Marengo Reefs Marine Sanctuary,Otway,3233.0
Wilsons Promontory National Park,Wilsons Promontory,3960.0
Lake Coragulac Lake Reserve,Colac Surrounds,3241.0
Illabrook Rail Line Nature Conservation Reserve,Golden Plains - North,3360.0
Beechworth Historic Park,Beechworth,3747.0
Brataualung Forest Park - Mount Fatigue Block,Foster,3957.0
Proposed Murray River Park (part),Mildura Surrounds,3489.0
Castlemaine Diggings National Heritage Park,Castlemaine,3450.0
Dookie - Katamatite rail line Bushland Reserve,Moira,3649.0
Okely Swamp Wildlife Reserve (hunting),West Wimmera,3318.0
Yarra Valley Parklands,Ivanhoe East - Eaglemont,3079.0
Greater Bendigo National Park,Strathfieldsaye,
Ruffy Flora Reserve,Euroa,
Port Phillip Heads Marine National Park,Point Nepean,3941.0
Rheola Hill Historic & Cultural Features Res.,Loddon,3463.0
Big Tottington Nature Conservation Reserve,St Arnaud,3465.0
Maldon Historic Reserve,Castlemaine Surrounds,3364.0
Gadsen Bend Park,Robinvale,
Maldon Historic Reserve,Castlemaine Surrounds,3364.0
Budj Bim National Park,Glenelg (Vic.),3292.0
Mount Doboobetic Bushland Reserve,Buloke,3393.0
Great Otway National Park,Otway,3233.0
Bumbang I261 Bushland Reserve,Robinvale,
Cowangie Bushland Reserve,Mildura Surrounds,3489.0
Dandenong Ranges National Park,Mount Dandenong - Olinda,3154.0
Trewalla H49 Bushland Reserve,Glenelg (Vic.),3292.0
Plenty Gorge Parklands,Plenty - Yarrambat,3088.0
Lake Cockatoo Lake Reserve,Colac Surrounds,3241.0
Bruthen Flora Reserve,Yarram,3844.0
Mansfield Swamp Wildlife Reserve (hunting),Rushworth,3523.0
Boinka Bushland Reserve,Mildura Surrounds,3489.0
Otway Forest Park,Lorne - Anglesea,3230.0
Grampians National Park,Stawell,3374.0
Lennox Springs Bushland Reserve,Ararat Surrounds,3373.0
Blacks Creek Nature Conservation Reserve,Beaufort,3468.0
Clydebank Morass Wildlife Reserve (hunting),Longford - Loch Sport,3852.0
Barfold Gorge Geological Reserve,Seymour Surrounds,3444.0
Dookie - Katamatite rail line Bushland Reserve,Moira,3649.0
Black Swamp (Black Dog Creek) Wildlife Reserve (hunting),Wangaratta Surrounds,3677.0
Bendigo Regional Park,California Gully - Eaglehawk,
Lower Errinundra Nature Conservation Reserve,Orbost,3885.0
Great Otway National Park,Otway,3233.0
Rushworth - Colbinabbin rail line (VicTrack) Bushland Reserve,Rushworth,3523.0
Proposed Murray River Park (part),Robinvale,
Stanley I21 Bushland Reserve,Beechworth,3747.0
Weering Lake Reserve,Colac Surrounds,3241.0
Grant Historic Area,Alps - West,3723.0
Walkerville Coastal Reserve,Foster,3957.0
Proposed Murray River Park (part),Chiltern - Indigo Valley,3683.0
Mirboo North Regional Park,Churchill,3842.0
Mount Arapiles-Tooan State Park,West Wimmera,3318.0
Monea North Bushland Reserve,Nagambie,3607.0
Grampians National Park,Ararat Surrounds,3373.0
Lakes Entrance - Lake Tyers Coastal Reserve,Lakes Entrance,3903.0
Mount Meg Nature Conservation Reserve,Benalla Surrounds,3670.0
Warracknabeal Streamside Reserve,Yarriambiack,3385.0
Phillip Island Nature Park,Phillip Island,3922.0
Truganina South Nature Conservation Reserve,Truganina - South West,3029.0
Proposed Murray River Park (part),Baranduda - Leneva,
Grant Historic Area,Alps - West,3723.0
Devilbend Natural Features Reserve,Flinders,3916.0
Tucker Swamp Gippsland Lakes Reserve,Longford - Loch Sport,3852.0
Grant Historic Area,Alps - West,3723.0
Woodlands H.P. (Swain St),Greenvale - Bulla,3059.0
Wargan-Mallee Bushland Reserve,Merbein,
Doctors Swamp Wildlife Reserve (hunting),Shepparton Surrounds - West,3610.0
Landsborough West Bushland Reserve,Avoca,3467.0
Toltol Flora and Fauna Reserve,Robinvale,
Whroo Nature Conservation Reserve,Rushworth,3523.0
Nulkwyne I26 Bushland Reserve,Mildura Surrounds,3489.0
Campaspe River Highway Park,Rochester,3561.0
Chillingollah West Bushland Reserve,Buloke,3393.0
Haining Farm,Yarra Valley,3139.0
St Arnaud Regional Park,St Arnaud,3465.0
Mount Arapiles-Tooan State Park,West Wimmera,3318.0
Yarrock I19 Bushland Reserve,Nhill Region,3414.0
Coorong Swamp Wildlife Reserve (hunting),Yarriambiack,3385.0
Yaapeet Bushland Reserve,Yarriambiack,3385.0
Waanyarra Nature Conservation Reserve,Loddon,3463.0
Tarwin H7 Bushland Reserve,Foster,3957.0
Dergholm State Park,Glenelg (Vic.),3292.0
Raymond Island Gippsland Lakes Reserve,Paynesville,3875.0
Raymond Island Gippsland Lakes Reserve,Paynesville,3875.0
Swan Bay - Edwards Point Wildlife Reserve (no hunting),Point Lonsdale - Queenscliff,3225.0
Yarra Bend Park,Kew - West,3101.0
Yarra Valley Parklands (COM),Ivanhoe East - Eaglemont,3079.0
Tanjil East G86 Bushland Reserve,Mount Baw Baw Region,3831.0
Moondarra S.P. (Andersons Ck headwaters),Yallourn North - Glengarry,
Marengo Nature Conservation Reserve,Otway,3233.0
MAJORCA WATER SUPPLY RESERVE,Maryborough Surrounds,3370.0
Woodend I95 Bushland Reserve,Woodend,3458.0
Rostron Bushland Reserve,St Arnaud,3465.0
Mount Wills Historic Area,Bruthen - Omeo,3699.0
Echuca South Bushland Reserve,Rochester,3561.0
Leitch Creek Bushland Reserve,Daylesford,3363.0
Bethanga Historic Area,Towong,3700.0
Lake Connewarre Wildlife Reserve (hunting),Barwon Heads - Armstrong Creek,3217.0
Jobs Gully Bushland Reserve,California Gully - Eaglehawk,
Greater Bendigo National Park,Bendigo Surrounds - North,3556.0
Port Campbell National Park,Corangamite - South,3260.0
Dandenong Ranges National Park,Belgrave - Selby,
River Murray Reserve,Numurkah,3635.0
Tunstalls Nature Conservation Reserve,Maryborough Surrounds,3370.0
Bendigo Regional Park,Kangaroo Flat - Golden Square,3555.0
Colquhoun Regional Park,Lakes Entrance,3903.0
Tunnel Hill Bushland Reserve,Maryborough Surrounds,3370.0
Terrappee Nature Conservation Reserve,Loddon,3463.0
Cobram Regional Park,Cobram,
Flannagan Island Gippsland Lakes Reserve,Lakes Entrance,3903.0
Proposed Murray River Park (part),Echuca,
Nandaly Bushland Reserve,Buloke,3393.0
Omeo Forest Park,Bruthen - Omeo,3699.0
Lake Hindmarsh Lake Reserve,Nhill Region,3414.0
Wood Point Flora Reserve,Orbost,3885.0
Yellingbo Nature Conservation Area,Yarra Valley,3139.0
Mount Wills Historic Area,Bruthen - Omeo,3699.0
Castlemaine H85 Bushland Reserve,Castlemaine Surrounds,3364.0
Deep Lead north west Bushland Reserve,Stawell,3374.0
Illawarra H15 Bushland Reserve,Stawell,3374.0
Narrewillock Bushland Reserve,Buloke,3393.0
Wychitella Nature Conservation Reserve,Loddon,3463.0
Kinglake National Park,Kinglake,
Gunyah Rainforest Scenic Reserve,Churchill,3842.0
Tallageira Nature Conservation Reserve,West Wimmera,3318.0
Lusatia Park Road Bushland Reserve,Yarra Valley,3139.0
Kerang Wildlife Reserve (hunting),Kerang,3579.0
Guildford I131 Bushland Reserve,Castlemaine,3450.0
Gadsen Bend Park,Robinvale,
Bambill Bushland Reserve,Mildura Surrounds,3489.0
Baranduda Bushland Reserve,Baranduda - Leneva,
Wannon Flora Reserve,Southern Grampians,3294.0
Boigbeat I158 Bushland Reserve,Buloke,3393.0
Nyah-Vinifera Park,Swan Hill Surrounds,3544.0
Moyston Common Natural Features Reserve,Ararat Surrounds,3373.0
Otway Forest Park,Otway,3233.0
Princes Wharf,East Melbourne,3002.0
Concongella H8A Bushland Reserve,Stawell,3374.0
Sparrowhawk Gully Bushland Reserve,Kangaroo Flat - Golden Square,3555.0
Proposed Murray River Park (part),Numurkah,3635.0
Bryan Swamp Wildlife Reserve (hunting),Southern Grampians,3294.0
Cross Landing - Lake Tyers Reserve,Lakes Entrance,3903.0
Castlemaine Diggings National Heritage Park,Castlemaine,3450.0
Mildura I15 Bushland Reserve,Red Cliffs,3496.0
Plenty Gorge Parklands (COM),Bundoora - North,
Carngham Bushland Reserve,Beaufort,3468.0
Bendigo Regional Park,Kangaroo Flat - Golden Square,3555.0
Kinglake National Park,Kinglake,
Yungera Bushland Reserve,Swan Hill Surrounds,3544.0
Carwarp Bushland Reserve,Mildura Surrounds,3489.0
California Gully Bushland Reserve,California Gully - Eaglehawk,
Gunbower National Park,Lockington - Gunbower,3562.0
Murndal Lake Reserve,Southern Grampians,3294.0
Warrandyte - Kinglake Nature Conservation Reserve,Panton Hill - St Andrews,3099.0
Port Phillip Bay Coastal Reserve (COM),Dromana,3936.0
Gobur Nature Conservation Reserve,Alexandra,3711.0
Clarke Road Streamside Reserve,Rockbank - Mount Cottrell,
Kennet River Coastal Reserve,Otway,3233.0
Mokoan H90 Bushland Reserve,Benalla Surrounds,3670.0
Waranga H116 Bushland Reserve,Rushworth,3523.0
Holey Plains State Park,Rosedale,3854.0
Cape Liptrap Coastal Park,Foster,3957.0
Corack East I142 Bushland Reserve,Buloke,3393.0
Beniagh Swamp Wildlife Reserve (hunting),West Wimmera,3318.0
Mount Wills Historic Area,Bruthen - Omeo,3699.0
Warby-Ovens National Park,Wangaratta Surrounds,3677.0
Altona Meadows Natural Features Reserve,Altona Meadows,
Greater Bendigo National Park,Bendigo Surrounds - North,3556.0
Corner Inlet Marine & Coastal Park,Wilsons Promontory,3960.0
Whitehorse Bushland Reserve,Yarriambiack,3385.0
Otway Forest Park,Otway,3233.0
Wimmera River Heritage Area Park,Nhill Region,3414.0
